RCDTS,Report,School Name_x,District Name_x,School EntityID,School Type_x,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,Participating?,NCESID,ROE_x,Type,School Name_y,District Name_y,City,County,District Type,District Size,School Type_y,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name,school_id,School Name,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
490810360022002,Eagle Ridge School- Carbon Cliff-Barstow SD 36,Eagle Ridge School,Carbon Cliff-Barstow SD 36,12025,"Elementary,Middle/Jr. High",12022,49,2,2023,CSI/NA,Northwest,490810360022002,170831004885.0,49.0,School,Eagle Ridge School,Carbon Cliff-Barstow SD 36,Silvis,Rock Island,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 8,,Comprehensive,275.0,51.3,34.5,9.5,,,,4.0,16.7,16.7,4.0,97.8,,0.0,90.2,12.4,66.0,26.8,,,18.0,3.6,,,,,85.9,,,2.0,,,20.0,2.0,20.0,2.0,29.0,2.0,36.0,2.0,27.0,2.0,66.7,63.3,13.0,168.0,5.0,169.0,39.3,42.9,13.0,50.0,26.0,,,41.9,22,26,,,1,25,,Illinois,Eagle Ridge School,490810360022002,1,Carbon Cliff-Barstow SD 36,1708310,21-Suburb: Large,2,1.0,0.5104895104895105,,0.0034965034965034965,0.0979020979020979,0.3076923076923077,0.534965034965035,,0.055944055944055944,13.38,286,5-Title I schoolwide school,IL-49-081-0360-02-4908103602002,IL-49-081-0360-02,No,286,140,146,–,1,28,88,153,–,16,286,21.37,13.38,Elementary,Prekindergarten,8th Grade,49,2.0,Northwest,1846.0,Eagle Ridge School,66.7,63.3,141.0,30.0,1.0,7.0,24.0,21.0,1.0,1.0,23.0,17.0,44.0,23.0,35.0,16.0,10.0,15.0,42.0,26.0,34.0,22.0,1.0,,32.0,2.0,43.0,37.0,,50.0,27.0,1.0,54.0,28.0,1.0,20.0,28.0,65.0,,16.0,30.0,20.0,20.0,29.0,36.0,27.0,1.0,-5.0
490810400221003,John Deere Middle School- Moline-Coal Valley CUSD 40,John Deere Middle School,Moline-Coal Valley CUSD 40,7840,Middle/Jr. High,7838,49,2,2023,TComp,Northwest,490810400221003,172640002818.0,49.0,School,John Deere Middle School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,MIDDLE SCHL,6 - 8,,Comprehensive,754.0,45.1,7.2,40.1,2.1,,,5.6,16.3,13.5,18.6,59.7,,82.1,90.7,10.2,233.0,29.8,,,16.3,5.0,,,,,92.3,,,1.0,,,58.0,3.0,65.0,4.0,55.0,3.0,38.0,2.0,58.0,3.0,99.3,95.7,132.0,726.0,64.0,727.0,40.3,40.2,84.0,236.0,35.7,,,33.9,103,213,,1,55,157,,Illinois,John Deere Middle School,490810400221003,1,Moline-Coal Valley CUSD 40,1726400,13-City: Small,1,0.5236842105263158,0.4868421052631579,,0.009210526315789473,0.39210526315789473,0.06842105263157895,0.4723684210526316,,0.05789473684210526,13.92,760,5-Title I schoolwide school,IL-49-081-0400-22-4908104001003,IL-49-081-0400-22,No,398,390,370,–,7,298,52,359,–,44,760,54.6,13.92,Middle,6th Grade,8th Grade,49,2.0,Northwest,3401.0,John Deere Middle School,99.3,95.7,703.0,69.0,30.0,78.0,55.0,57.0,34.0,57.0,77.0,61.0,52.0,45.0,79.0,70.0,54.0,40.0,99.0,53.0,41.0,57.0,27.0,,42.0,43.0,54.0,77.0,,51.0,49.0,26.0,48.0,65.0,11.0,29.0,20.0,57.0,,19.0,41.0,58.0,65.0,55.0,38.0,58.0,3.0,0.0
490810400221004,Woodrow Wilson Middle School- Moline-Coal Valley CUSD 40,Woodrow Wilson Middle School,Moline-Coal Valley CUSD 40,7841,Middle/Jr. High,7838,49,2,2023,TComp,Northwest,490810400221004,172640002827.0,49.0,School,Woodrow Wilson Middle School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,MIDDLE SCHL,6 - 8,,Comprehensive,814.0,49.5,14.0,22.4,4.9,,,8.8,16.0,13.4,12.3,55.8,,85.8,90.9,9.0,183.0,21.0,,,19.4,5.0,,,,,91.8,,,1.0,,,72.0,4.0,68.0,4.0,40.0,3.0,30.0,2.0,55.0,3.0,96.9,92.4,182.0,834.0,107.0,831.0,40.7,41.2,122.0,265.0,46.0,,,31.8,135,286,,,99,187,,Illinois,Woodrow Wilson Middle School,490810400221004,1,Moline-Coal Valley CUSD 40,1726400,13-City: Small,1,0.45689655172413796,0.5258620689655172,0.0024630541871921183,0.03571428571428571,0.23891625615763548,0.13669950738916256,0.4975369458128079,0.0012315270935960591,0.0874384236453202,15.58,812,5-Title I schoolwide school,IL-49-081-0400-22-4908104001004,IL-49-081-0400-22,No,371,385,427,2,29,194,111,404,1,71,812,52.13,15.58,Middle,6th Grade,8th Grade,49,2.0,Northwest,3408.0,Woodrow Wilson Middle School,96.9,92.4,783.0,66.0,60.0,50.0,65.0,59.0,46.0,71.0,78.0,46.0,26.0,42.0,78.0,60.0,68.0,34.0,99.0,47.0,78.0,78.0,30.0,,40.0,30.0,36.0,85.0,,52.0,44.0,13.0,38.0,55.0,10.0,29.0,3.0,57.0,,19.0,37.0,72.0,68.0,40.0,30.0,55.0,4.0,1.0
490810400222016,Lincoln-Irving Elementary School- Moline-Coal Valley CUSD 40,Lincoln-Irving Elementary School,Moline-Coal Valley CUSD 40,7847,Elementary,7838,49,2,2023,CSI/NA,Northwest,490810400222016,172640002820.0,49.0,School,Lincoln-Irving Elementary School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,Comprehensive,295.0,8.8,11.5,72.5,4.4,,,,11.2,10.8,64.1,85.8,,,90.2,12.8,103.0,38.1,,,16.4,1.0,,,,,85.4,,,2.0,,,34.0,2.0,22.0,2.0,33.0,2.0,53.0,3.0,36.0,2.0,94.4,83.9,10.0,147.0,6.0,146.0,40.2,39.9,8.0,46.0,17.4,,,41.4,23,34,,,4,30,,Illinois,Lincoln-Irving Elem School,490810400222016,1,Moline-Coal Valley CUSD 40,1726400,13-City: Small,1,0.7046979865771812,0.5570469798657718,0.003355704697986577,0.02348993288590604,0.8154362416107382,0.050335570469798654,0.0738255033557047,0.003355704697986577,0.030201342281879196,14.19,298,5-Title I schoolwide school,IL-49-081-0400-22-4908104002016,IL-49-081-0400-22,No,210,132,166,1,7,243,15,22,1,9,298,21,14.19,Elementary,Prekindergarten,5th Grade,49,2.0,Northwest,3402.0,Lincoln-Irving Elementary School,94.4,83.9,90.0,31.0,51.0,1.0,12.0,37.0,15.0,31.0,38.0,55.0,21.0,11.0,28.0,17.0,25.0,2.0,71.0,22.0,28.0,46.0,20.0,,79.0,,56.0,54.0,,,49.0,,49.0,38.0,,27.0,35.0,,,47.0,48.0,34.0,22.0,33.0,53.0,36.0,1.0,-4.0
490810410251003,Edison Junior High School- Rock Island SD 41,Edison Junior High School,Rock Island SD 41,14094,Middle/Jr. High,14092,49,2,2023,TComp,Northwest,490810410251003,173441003538.0,49.0,School,Edison Jr High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,MIDDLE SCHL,7 - 8,,Comprehensive,407.0,33.9,34.2,13.0,10.8,,,8.1,21.6,18.9,11.3,73.0,,15.6,88.1,12.1,168.0,37.4,,,24.3,5.0,,,,,85.0,,,1.0,,,35.0,2.0,39.0,2.0,29.0,2.0,26.0,2.0,55.0,3.0,71.8,77.1,45.0,392.0,41.0,389.0,35.9,45.4,66.0,200.0,34.7,,,43.0,74,108,1,,25,82,,Illinois,Edison Jr High School,490810410251003,1,Rock Island SD 41,1734410,13-City: Small,1,0.7511737089201878,0.5,,0.0892018779342723,0.09389671361502347,0.34976525821596244,0.3873239436619718,,0.07981220657276995,18.02,426,5-Title I schoolwide school,IL-49-081-0410-25-4908104101003,IL-49-081-0410-25,No,320,213,213,–,38,40,149,165,–,34,426,23.64,18.02,Middle,7th Grade,8th Grade,49,2.0,Northwest,4072.0,Edison Jr High School,71.8,77.1,397.0,35.0,5.0,32.0,40.0,37.0,1.0,22.0,43.0,50.0,11.0,1.0,45.0,33.0,29.0,1.0,86.0,26.0,39.0,51.0,14.0,,24.0,32.0,38.0,76.0,,38.0,87.0,16.0,43.0,54.0,1.0,27.0,6.0,68.0,,23.0,31.0,35.0,39.0,29.0,26.0,55.0,1.0,-4.0
490810410251005,Washington Junior High School- Rock Island SD 41,Washington Junior High School,Rock Island SD 41,14095,Middle/Jr. High,14092,49,2,2023,TComp,Northwest,490810410251005,173441003529.0,49.0,School,Washington Jr High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,MIDDLE SCHL,7 - 8,,Comprehensive,481.0,37.2,27.0,22.7,4.6,,,8.1,22.5,19.1,13.3,66.3,,26.8,90.4,8.3,142.0,28.1,,,20.6,5.0,,,,,96.7,,,2.0,,,39.0,2.0,39.0,2.0,37.0,2.0,29.0,2.0,53.0,3.0,92.6,97.8,99.0,471.0,52.0,471.0,43.8,44.1,79.0,227.0,35.7,,,37.4,103,192,,,64,128,,Illinois,Washington Jr High School,490810410251005,1,Rock Island SD 41,1734410,13-City: Small,1,0.639921722113503,0.5048923679060665,0.0019569471624266144,0.043052837573385516,0.23679060665362034,0.25440313111545987,0.3679060665362035,,0.0958904109589041,14.34,511,5-Title I schoolwide school,IL-49-081-0410-25-4908104101005,IL-49-081-0410-25,No,327,253,258,1,22,121,130,188,–,49,511,35.64,14.34,Middle,7th Grade,8th Grade,49,2.0,Northwest,4083.0,Washington Jr High School,92.6,97.8,457.0,45.0,29.0,48.0,32.0,40.0,6.0,28.0,57.0,57.0,20.0,14.0,45.0,22.0,33.0,8.0,82.0,33.0,31.0,37.0,17.0,,25.0,30.0,67.0,71.0,,35.0,87.0,7.0,62.0,47.0,1.0,28.0,1.0,61.0,,26.0,26.0,39.0,39.0,37.0,29.0,53.0,1.0,-4.0
490810410252015,Longfellow Elementary School- Rock Island SD 41,Longfellow Elementary School,Rock Island SD 41,14104,Elementary,14092,49,2,2023,CSI/NA,Northwest,490810410252015,173441003534.0,49.0,School,Longfellow Elementary School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,Comprehensive,234.0,23.1,37.6,24.4,,,,11.1,17.9,17.9,23.9,69.7,,,89.4,23.0,102.0,44.5,,,21.6,5.0,,,,,89.8,,,1.0,,,29.0,2.0,24.0,2.0,29.0,2.0,45.0,3.0,49.0,3.0,99.9,96.0,9.0,121.0,8.0,120.0,35.6,39.3,5.0,26.0,19.2,,,44.4,46,111,,,47,64,,Illinois,Longfellow Elem School,490810410252015,1,Rock Island SD 41,1734410,13-City: Small,1,0.8425925925925926,0.4861111111111111,0.0,0.004629629629629629,0.25462962962962965,0.35185185185185186,0.26851851851851855,0.0,0.12037037037037036,12.13,216,5-Title I schoolwide school,IL-49-081-0410-25-4908104102015,IL-49-081-0410-25,No,182,111,105,0,1,55,76,58,0,26,216,17.81,12.13,Elementary,Kindergarten,5th Grade,6,1.0,Northeast,4076.0,Longfellow Elementary School,99.9,96.0,80.0,25.0,13.0,19.0,29.0,18.0,20.0,23.0,37.0,35.0,32.0,8.0,23.0,29.0,24.0,11.0,65.0,20.0,38.0,24.0,6.0,,43.0,1.0,53.0,58.0,,30.0,76.0,1.0,62.0,50.0,9.0,39.0,29.0,59.0,,39.0,47.0,29.0,24.0,29.0,45.0,49.0,1.0,-3.0
490810410252020,Rock Island Academy- Rock Island SD 41,Rock Island Academy,Rock Island SD 41,14109,Elementary,14092,49,2,2023,TComp,Northwest,490810410252020,173441005967.0,49.0,School,Rock Island Academy,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,Comprehensive,489.0,11.2,64.8,10.0,4.9,,,8.8,18.2,18.0,26.4,85.1,,,90.2,22.6,206.0,40.1,,,24.7,5.0,,,,,93.5,,,2.0,,,19.0,1.0,19.0,1.0,20.0,2.0,30.0,2.0,45.0,3.0,93.2,72.3,20.0,285.0,17.0,281.0,41.9,41.5,16.0,67.0,23.9,,,41.2,66,102,,,,102,,Illinois,Rock Island Academy,490810410252020,1,Rock Island SD 41,1734410,13-City: Small,1,0.8891050583657587,0.47470817120622566,0.0038910505836575876,0.04669260700389105,0.10894941634241245,0.6809338521400778,0.07587548638132295,0.0,0.08365758754863813,15.51,514,5-Title I schoolwide school,IL-49-081-0410-25-4908104102020,IL-49-081-0410-25,No,457,270,244,2,24,56,350,39,0,43,514,33.15,15.51,Elementary,Prekindergarten,6th Grade,49,2.0,Northwest,4079.0,Rock Island Academy,93.2,72.3,191.0,47.0,49.0,37.0,10.0,13.0,1.0,6.0,34.0,28.0,13.0,23.0,20.0,33.0,14.0,16.0,58.0,19.0,24.0,14.0,17.0,,36.0,1.0,55.0,48.0,,32.0,62.0,28.0,38.0,52.0,1.0,57.0,14.0,32.0,,18.0,33.0,19.0,19.0,20.0,30.0,45.0,1.0,-4.0
500821810022001,Signal Hill Elementary School- Signal Hill SD 181,Signal Hill Elementary School,Signal Hill SD 181,2769,Elementary,2768,50,5,2023,TComp,Southwest,500821810022001,173633003754.0,50.0,School,Signal Hill Elementary School,Signal Hill SD 181,Belleville,Saint Clair,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 8,,Comprehensive,285.0,38.2,47.7,3.5,,,,10.2,27.0,24.2,,60.4,10.2,27.8,91.5,9.3,32.0,12.8,,,13.7,4.0,,,,,78.9,,,2.0,,,42.0,3.0,37.0,2.0,49.0,3.0,44.0,3.0,42.0,3.0,93.8,84.2,42.0,172.0,41.0,172.0,37.1,46.1,31.0,67.0,46.3,,,28.6,17,25,,,3,22,,Illinois,Signal Hill Elem School,500821810022001,1,Signal Hill SD 181,1736330,21-Suburb: Large,2,0.6056782334384858,0.444794952681388,,0.006309148264984227,0.03785488958990536,0.4794952681388013,0.39747634069400634,,0.07886435331230283,9.19,317,5-Title I schoolwide school,IL-50-082-1810-02-5008218102001,IL-50-082-1810-02,No,192,176,141,–,2,12,152,126,–,25,317,34.5,9.19,Elementary,Prekindergarten,8th Grade,50,5.0,Southwest,4323.0,Signal Hill Elementary School,93.8,84.2,144.0,38.0,44.0,35.0,26.0,33.0,11.0,29.0,51.0,48.0,46.0,41.0,47.0,30.0,36.0,42.0,99.0,53.0,55.0,43.0,24.0,,43.0,24.0,41.0,47.0,,63.0,43.0,46.0,50.0,36.0,18.0,33.0,37.0,32.0,,38.0,45.0,42.0,37.0,49.0,44.0,42.0,2.0,-1.0
500821870261014,Wirth/Parks Middle School- Cahokia CUSD 187,Wirth/Parks Middle School,Cahokia CUSD 187,37546,Middle/Jr. High,765,50,5,2023,ISI/RNA,Southwest,500821870261014,170804006232.0,50.0,School,Wirth/Parks Middle School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,MIDDLE SCHL,6 - 8,,Intensive,615.0,2.8,89.6,,,,,6.0,29.4,29.3,,95.8,7.5,0.0,83.5,16.3,445.0,65.4,,,21.9,5.0,,,,,77.4,,,8.0,,,36.0,2.0,14.0,1.0,14.0,1.0,31.0,2.0,51.0,3.0,76.1,73.5,41.0,627.0,8.0,626.0,44.4,40.9,39.0,203.0,19.4,,,64.4,217,543,2,3,Not Provided,271,267,Illinois,7th Grade Academy,500821870261014,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.9213973799126638,0.537117903930131,,,0.004366812227074236,0.8908296943231441,0.039301310043668124,,0.06550218340611354,21.01,229,5-Title I schoolwide school,IL-50-082-1870-26-5008218701014,IL-50-082-1870-26,No,211,106,123,–,–,1,204,9,–,15,229,10.9,21.01,Middle,7th Grade,7th Grade,50,5.0,Southwest,1818.0,Wirth/Parks Middle School,76.1,73.5,620.0,34.0,6.0,12.0,13.0,32.0,1.0,26.0,44.0,40.0,1.0,1.0,33.0,15.0,8.0,2.0,73.0,1.0,43.0,6.0,6.0,,51.0,29.0,76.0,62.0,,24.0,82.0,6.0,55.0,59.0,18.0,24.0,1.0,58.0,,25.0,15.0,36.0,14.0,14.0,31.0,51.0,1.0,-4.0
500821870262005,Huffman Elementary School- Cahokia CUSD 187,Huffman Elementary School,Cahokia CUSD 187,770,Elementary,765,50,5,2023,ISI/RNA,Southwest,500821870262005,170804000413.0,50.0,School,Huffman Elementary School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,ELEMENTARY,3 - 5,,Intensive,278.0,4.7,88.5,,,,,5.4,19.1,18.3,,93.2,7.9,,88.9,17.5,71.0,23.3,,,25.3,5.0,,,,,95.8,,,2.0,,,41.0,3.0,48.0,3.0,22.0,2.0,39.0,2.0,47.0,3.0,69.8,95.0,16.0,273.0,9.0,273.0,47.3,48.6,14.0,100.0,14.0,,,49.4,27,38,,,,37,1,Illinois,Huffman Elem School,500821870262005,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.9615384615384616,0.4653846153846154,0.0038461538461538464,0.0038461538461538464,0.015384615384615385,0.8846153846153846,0.05384615384615385,,0.038461538461538464,13.83,260,5-Title I schoolwide school,IL-50-082-1870-26-5008218702005,IL-50-082-1870-26,No,250,139,121,1,1,4,230,14,–,10,260,18.8,13.83,Elementary,3rd Grade,5th Grade,50,5.0,Southwest,1823.0,Huffman Elementary School,69.8,95.0,212.0,20.0,1.0,70.0,36.0,34.0,47.0,63.0,13.0,65.0,1.0,1.0,52.0,62.0,18.0,1.0,85.0,1.0,53.0,62.0,1.0,,36.0,,75.0,62.0,,,62.0,,63.0,62.0,,63.0,18.0,,,35.0,37.0,41.0,48.0,22.0,39.0,47.0,2.0,-2.0
500821870262007,Lalumier Elementary School- Cahokia CUSD 187,Lalumier Elementary School,Cahokia CUSD 187,771,Elementary,765,50,5,2023,ISI/RNA,Southwest,500821870262007,170804000414.0,50.0,School,Lalumier Elementary School,Cahokia CUSD 187,Centreville,Saint Clair,UNIT,LARGE,ELEMENTARY,PK - 3,,Intensive,276.0,,92.4,,,,,,10.9,10.9,,96.7,9.4,,83.7,17.0,124.0,72.9,,,26.8,5.0,,,,,86.8,,,2.0,,,23.0,2.0,18.0,1.0,42.0,3.0,,0.0,,0.0,0.0,88.0,1.0,44.0,0.0,44.0,,,,,,,,66.1,1,1,,,,1,,Illinois,Lalumier Elem School,500821870262007,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.946969696969697,0.4659090909090909,,,0.015151515151515152,0.9242424242424242,0.01893939393939394,,0.041666666666666664,14.04,264,5-Title I schoolwide school,IL-50-082-1870-26-5008218702007,IL-50-082-1870-26,No,250,141,123,–,–,4,244,5,–,11,264,18.8,14.04,Elementary,Prekindergarten,3rd Grade,50,5.0,Southwest,1825.0,Lalumier Elementary School,0.0,88.0,0.0,25.0,7.0,30.0,1.0,36.0,1.0,6.0,32.0,68.0,27.0,1.0,41.0,28.0,1.0,1.0,50.0,31.0,19.0,15.0,7.0,,,,,,,,,,,,,,,,,,,23.0,18.0,42.0,,,2.0,-2.0
500821870262008,Maplewood Elementary School- Cahokia CUSD 187,Maplewood Elementary School,Cahokia CUSD 187,772,Elementary,765,50,5,2023,ISI/RNA,Southwest,500821870262008,170804000415.0,50.0,School,Maplewood Elementary School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,ELEMENTARY,PK - 2,,Intensive,290.0,,89.3,,,,,7.2,22.4,22.1,,93.8,8.6,,85.7,16.5,115.0,59.3,,,27.9,2.5,,,,,84.4,,,1.0,,,47.0,3.0,31.0,2.0,24.0,2.0,,0.0,,0.0,0.0,69.6,,,,,56.0,,,,,,,57.0,6,7,,,,7,,Illinois,Maplewood Elem School,500821870262008,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.9181494661921709,0.48398576512455516,,,0.0071174377224199285,0.8790035587188612,0.05693950177935943,,0.05693950177935943,15.97,281,5-Title I schoolwide school,IL-50-082-1870-26-5008218702008,IL-50-082-1870-26,No,258,145,136,–,–,2,247,16,–,16,281,17.6,15.97,Elementary,Prekindergarten,2nd Grade,50,5.0,Southwest,1826.0,Maplewood Elementary School,0.0,69.6,0.0,23.0,10.0,15.0,28.0,29.0,35.0,56.0,25.0,53.0,7.0,1.0,32.0,22.0,32.0,1.0,68.0,12.0,78.0,50.0,1.0,,,,,,,,,,,,,,,,,,,47.0,31.0,24.0,,,2.0,-2.0
500821870262009,Elizabeth Morris Elementary School- Cahokia CUSD 187,Elizabeth Morris Elementary School,Cahokia CUSD 187,773,Elementary,765,50,5,2023,ISI/RNA,Southwest,500821870262009,170804000416.0,50.0,School,Elizabeth Morris Elementary School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,ELEMENTARY,K - 3,,Intensive,261.0,,91.2,,,,,4.6,5.7,5.7,,95.4,8.4,,82.3,24.6,158.0,64.5,,,26.1,2.5,,,,,77.1,,,3.0,,,11.0,1.0,7.0,1.0,14.0,1.0,,0.0,,0.0,0.0,63.6,2.0,44.0,1.0,44.0,,,,,,,,68.6,2,5,,,,5,,Illinois,Elizabeth Morris Elem School,500821870262009,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.9236641221374046,0.5305343511450382,,,0.026717557251908396,0.8816793893129771,0.04198473282442748,,0.04961832061068702,18.58,262,5-Title I schoolwide school,IL-50-082-1870-26-5008218702009,IL-50-082-1870-26,No,242,123,139,–,–,7,231,11,–,13,262,14.1,18.58,Elementary,Kindergarten,3rd Grade,50,5.0,Southwest,1822.0,Elizabeth Morris Elementary School,0.0,63.6,0.0,22.0,6.0,1.0,1.0,27.0,1.0,1.0,10.0,19.0,12.0,1.0,4.0,1.0,1.0,1.0,78.0,10.0,7.0,27.0,11.0,,,,,,,,,,,,,,,,,,,11.0,7.0,14.0,,,1.0,-3.0
500821870262010,Penniman Elementary School- Cahokia CUSD 187,Penniman Elementary School,Cahokia CUSD 187,774,Elementary,765,50,5,2023,ISI/RNA,Southwest,500821870262010,170804000412.0,50.0,School,Penniman Elementary School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,ELEMENTARY,3 - 5,,Intensive,256.0,,94.9,,,,,,21.9,21.9,,96.1,8.2,,85.8,17.5,206.0,71.0,,,25.3,5.0,,,,,82.7,,,2.0,,,21.0,2.0,14.0,1.0,10.0,1.0,35.0,2.0,40.0,3.0,90.6,99.9,5.0,267.0,1.0,267.0,36.2,36.5,9.0,108.0,8.3,,,55.8,45,61,,,,61,,Illinois,Penniman Elem School,500821870262010,1,Cahokia CUSD 187,1708040,21-Suburb: Large,2,0.9584905660377359,0.4981132075471698,,,0.022641509433962263,0.8867924528301887,0.04150943396226415,,0.04905660377358491,12.74,265,5-Title I schoolwide school,IL-50-082-1870-26-5008218702010,IL-50-082-1870-26,No,254,133,132,–,–,6,235,11,–,13,265,20.8,12.74,Elementary,3rd Grade,5th Grade,50,5.0,Southwest,1828.0,Penniman Elementary School,90.6,99.9,202.0,19.0,1.0,28.0,1.0,36.0,1.0,15.0,14.0,29.0,1.0,1.0,22.0,33.0,1.0,1.0,85.0,1.0,18.0,20.0,1.0,,61.0,,66.0,51.0,,,54.0,,39.0,52.0,,35.0,20.0,,,47.0,19.0,21.0,14.0,10.0,35.0,40.0,1.0,-4.0
